image,width,height,megapixels,gpu_transfer,gpu_invert,gpu_gaussian,gpu_equalize,gpu_total
00000013_017.png,1024,1024,1.049,0.0006210999854374677,0.00012620000634342433,0.00120183999533765,0.001443400006974116,0.0027714400086551903
00000013_018.png,1024,1024,1.049,0.001967999996850267,0.00013051999849267304,0.0014461399987339973,0.0013945400016382337,0.002971199998864904
00000013_019.png,1024,1024,1.049,0.0010408000089228153,0.00014264000346884132,0.0012595800042618066,0.001176219998160377,0.002578440005891025
00000013_020.png,1024,1024,1.049,0.0005197999998927116,7.75999913457781e-05,0.0013351800036616624,0.001018159999512136,0.0024309399945195765
00000013_021.png,1024,1024,1.049,0.0008581999863963574,0.0001218999968841672,0.0009899199940264225,0.0012054799997713416,0.0023172999906819315
00000013_022.png,1024,1024,1.049,0.0010087999980896711,0.00019208000157959758,0.0011717399931512773,0.0008521999989170581,0.002216019993647933
00000013_023.png,1024,1024,1.049,0.0007379000016953796,0.00012853999505750834,0.001038180000614375,0.0014208799984771758,0.0025875999941490594
00000013_024.png,1024,1024,1.049,0.0007068999984767288,0.0004470399988349527,0.0011044599930755794,0.0010107200068887323,0.0025622199987992643
00000013_025.png,1024,1024,1.049,0.000606399989919737,9.769999305717648e-05,0.0009709399950224906,0.0012096999969799071,0.002278339985059574
00000013_026.png,1024,1024,1.049,0.0019407999934628606,0.0002822800015565008,0.0013296400080434977,0.002058399998350069,0.0036703200079500676
00000013_027.png,1024,1024,1.049,0.0005034999921917915,0.00016134001198224722,0.0009396799956448376,0.0008451800036709756,0.0019462000112980605
00000013_028.png,1024,1024,1.049,0.0006710999878123403,0.00011546000023372471,0.0010175599891226739,0.0015575199970044196,0.002690539986360818
00000013_029.png,1024,1024,1.049,0.0006242000090423971,9.845999884419143e-05,0.0013062799989711493,0.001006299996515736,0.002411039994331077
00000013_030.png,1024,1024,1.049,0.0006046000053174794,0.00010172000620514154,0.0009823200001847,0.0008675599936395883,0.0019516000000294297
00000013_031.png,1024,1024,1.049,0.001676099986070767,0.00021532000391744077,0.0012411200092174112,0.0008833800093270838,0.002339820022461936
00000013_032.png,1024,1024,1.049,0.0011671000102069229,0.00013563999673351645,0.0011519000050611793,0.0013851000054273753,0.002672640007222071
00000013_033.png,1024,1024,1.049,0.0005138000124134123,8.209999068640173e-05,0.0011638599971774966,0.0011239999963436275,0.002369959984207526
00000013_034.png,1024,1024,1.049,0.0005590000073425472,9.863998857326806e-05,0.0009355600050184876,0.0008576199936214835,0.0018918199872132392
00000013_035.png,1024,1024,1.049,0.0009188000112771988,0.00012863999581895768,0.0010012199985794724,0.0013700999959837645,0.0024999599903821946
00000013_036.png,1024,1024,1.049,0.0004695999959949404,0.00020472000469453632,0.001155199995264411,0.0009593599941581487,0.002319279994117096
00000013_037.png,1024,1024,1.049,0.000518000015290454,9.305999847128988e-05,0.0009206600021570921,0.0010750799963716417,0.002088799997000024
00000013_038.png,1024,1024,1.049,0.0011133999796584249,0.00019382000318728386,0.0013940800097770989,0.0008482200151775032,0.002436120028141886
00000013_039.png,1024,1024,1.049,0.0008813999884296209,0.00011761999339796603,0.0009847400069702417,0.0014557200076524169,0.002558080008020625
00000013_040.png,1024,1024,1.049,0.0004921999934595078,7.424000650644303e-05,0.0010759799974039198,0.0011136199987959116,0.0022638400027062745
